index,season no.,episode no.,episode name,name,line
2997,5,2,"Mortyplicity","Rick","Analysis mode, 8-0-0-8-5."
2998,5,2,"Mortyplicity","Decoy Jerry","Hmm?"
2999,5,2,"Mortyplicity","Rick","Nothing, buddy. You gotta stop with all that coffee, it's making you loopy! Happy analysis mode! [The family heads inside.]"
3000,5,2,"Mortyplicity","Decoy Jerry","Happy analysis mode to you, too!"
3001,5,2,"Mortyplicity","Decoy Rick","Think you got the wrong house, bro."
3002,5,2,"Mortyplicity","Rick","Analysis mode, password 8-0-0–"
3003,5,2,"Mortyplicity","Decoy Rick","Shit, you think I'm a decoy?"
3004,5,2,"Mortyplicity","Rick","How do you know about the decoys?"
3005,5,2,"Mortyplicity","Decoy Rick","They were my idea!"
3006,5,2,"Mortyplicity","Decoy Jerry","[from outside] Well, now I know you're pranking me."
3007,5,2,"Mortyplicity","Second Rick","Analysis mode, password 8 equals sign equals sign capital 'd'."
3008,5,2,"Mortyplicity","Rick","Hide."
3009,5,2,"Mortyplicity","Morty","What?"
3010,5,2,"Mortyplicity","Rick","Hide!"
3011,5,2,"Mortyplicity","Second Morty","Wow, like Ex Machina!"
3012,5,2,"Mortyplicity","Second Rick","Yes, Morty, like Ex Machina. But don't fuck them. Summer!"
3013,5,2,"Mortyplicity","Second Summer","Whatever, weirdo. I'm gonna see how wrong you got my room."
3014,5,2,"Mortyplicity","Second Beth","So you do know what a loving family looks like."
3015,5,2,"Mortyplicity","Second Rick","A simulated one, yes."
3016,5,2,"Mortyplicity","Beth","Why are we hiding?"
3017,5,2,"Mortyplicity","Rick","He thinks he's me, and I was about to start terminating decoys."
3018,5,2,"Mortyplicity","Beth","But we're not decoys!"
3019,5,2,"Mortyplicity","Rick","Sure, tell him that."
3020,5,2,"Mortyplicity","Second Morty","Rick, did you make decoys here, too?"
3021,5,2,"Mortyplicity","Second Rick","Morty, for what reason could I have for...what the–[he runs up to decoy Rick] isolate head at normal processing! [He punches decoy Rick in the face as his head unfreezes.] You dumb asshole, you made decoys?"
3022,5,2,"Mortyplicity","Decoy Rick","Again, they were my idea. Wait, what happened to the other guy?"
3023,5,2,"Mortyplicity","Second Rick","Other guy?"
3024,5,2,"Mortyplicity","Decoy Rick","Wait, that means I'm a decoy. Fucking Summer."
3025,5,2,"Mortyplicity","Second Rick","Check the closets."
3026,5,2,"Mortyplicity","Second Rick","They've gone rogue!"
3027,5,2,"Mortyplicity","Rick","Killer decoys!"
3028,5,2,"Mortyplicity","Second Rick","Take out the decoys!"
3029,5,2,"Mortyplicity","Decoy Rick","Shit! Someone put a gun in my teeth!"
3030,5,2,"Mortyplicity","Second Beth","Stop shooting, dad! They're us, we don't have to fight them!"
3031,5,2,"Mortyplicity","Second Rick","Classic prisoner's dilemma, Beth. I'm a cool guy, I, you know, I can talk it out. But that asshole–"
3032,5,2,"Mortyplicity","Rick","Me? You decoy piece of shit. You're the one that shot first!"
3033,5,2,"Mortyplicity","Beth","We can work this out, just stop trying to kill each other!"
3034,5,2,"Mortyplicity","Second Rick","Sorry, decoy Beth, but this only ends one way, with one of us accepting we're a decoy."
3035,5,2,"Mortyplicity","Rick","And once he knows he's a decoy, he know he won't be safe until he's killed the real Rick, along with anyone who think he's him."
3036,5,2,"Mortyplicity","Second Rick","Pretty perceptive, for a decoy."
3037,5,2,"Mortyplicity","Rick","This is getting nowhere. Let's charge their asses on three."
3038,5,2,"Mortyplicity","Morty","Do we have to do this?"
3039,5,2,"Mortyplicity","Rick","Morty, this is gonna sound bad, but...would you trust me not to kill you?"
3040,5,2,"Mortyplicity","Summer","Oof."
3041,5,2,"Mortyplicity","Morty","I mean, good point, but Jesus Christ."
3042,5,2,"Mortyplicity","Second Rick","We rush them on three. Ready?"
3043,5,2,"Mortyplicity","Second Morty","I don't want to kill us, Rick!"
3044,5,2,"Mortyplicity","Second Rick","It's them or us, Morty. I don't trust me. Do you trust you?"
3045,5,2,"Mortyplicity","Second Morty","Yes?"
3046,5,2,"Mortyplicity","Second Rick","Freak."
3047,5,2,"Mortyplicity","Rick","Before you say anything, they were already killing each other."
3048,5,2,"Mortyplicity","Beth","Well, you could've done something."
3049,5,2,"Mortyplicity","Rick","Not sure, actually. I've heard stories about this. We're looking at a possible Asimov Cascade."
3050,5,2,"Mortyplicity","Jerry","Sorry, what's happening?"
3051,5,2,"Mortyplicity","Summer","I need an explainer, too."
3052,5,2,"Mortyplicity","Morty","Yeah, I'm pretty much behind on this one."
3053,5,2,"Mortyplicity","Rick","Car, can I get a whiteboard? [A large whiteboard emerges from the car and Rick starts to write on it.] When squids started killing decoys, decoys started checking their decoys and learning that they're making decoys. That's making them seek out and run into other decoys, making them realize they're decoys, making them start to kill other decoys."
3054,5,2,"Mortyplicity","Summer","Say decoy again."
3055,5,2,"Mortyplicity","Rick","Fuck you."
3056,5,2,"Mortyplicity","Beth","Well, how do we stop it?"
3057,5,2,"Mortyplicity","Rick","Beth, the loop's already started. It's basically Highlander rules now. [The family looks at him silently.] Really? 1986? 'There can be only one?' Shit, we gotta rent it after this. Connery plays 'the spaniard' but does nothing about his accent."
3058,5,2,"Mortyplicity","Morty","Well, what about the squids? I mean, they started this, would killing them finish it?"
3059,5,2,"Mortyplicity","Rick","Might work. Alt pitch, we just terminate the rest of the decoys."
3060,5,2,"Mortyplicity","Beth","Nobody's terminating anything. This is your mess, nobody else with our face and memories has to die."
3061,5,2,"Mortyplicity","Rick","Beth, as much as your passion warms my cold, cold heart, this thing feels pretty far gone. Not only are the decoys liable to be anywhere, but also, we don't know how many decoys there are. You get far enough down the decoy line and shit starts to get weird. You ever make a copy of a copy?"
3062,5,2,"Mortyplicity","Beth","You're helping us fix this. We're taking out the squids."
3063,5,2,"Mortyplicity","Jerry","I say we split up! Some of us take down squids, while the rest of us–"
3064,5,2,"Mortyplicity","Rick","Engage in B stories we'll have to track simultaneously? No thank you! We stick together till this is all wrapped up."
3065,5,2,"Mortyplicity","Summer","I dunno, the squids seem pretty good at taking out Smith families."
3066,5,2,"Mortyplicity","Rick","Well, this'll sound weird, but I think I have a pitch for that."
3067,5,2,"Mortyplicity","Summer","This costume smells like ass!"
3068,5,2,"Mortyplicity","Rick","God, there's no pleasing you!"
3069,5,2,"Mortyplicity","Morty","It's really bad, Rick."
3070,5,2,"Mortyplicity","Summer","Did you let a gym coach break it in?"
3071,5,2,"Mortyplicity","Jerry","Why are we wearing these?"
3072,5,2,"Mortyplicity","Rick","Because we'll fit in and avoid detection as we take out all the squids. Might also help us anonymously take out excess decoys, if we have to."
3073,5,2,"Mortyplicity","Beth","Which we won't."
3074,5,2,"Mortyplicity","Summer","Unless we're decoys. He's starting to wonder! I knew it. I knew we didn't seem like Colorado people."
3075,5,2,"Mortyplicity","Beth","[laughing] Oh my god! You are, aren't you? You're worried you might be fake!"
3076,5,2,"Mortyplicity","Rick","Sure, Beth. Try to love this more."
3077,5,2,"Mortyplicity","Beth","Just glad you have to walk a mile in someone else's squid costumes."
3078,5,2,"Mortyplicity","Morty","There's one. [He points to a nearby squid ship.] Hey, what're they mad at you for, anyway?"
3079,5,2,"Mortyplicity","Rick","Well, we're talking about me. It could be anything. Maybe jealous of my penis size, I had sex with their queen, my dick's too big, the list goes on and on."
3080,5,2,"Mortyplicity","Rick","Alright, hey, one down! Probably, what, forty more to go? Forty-five? Should be pretty easy, unless killing them brings in a bigger bad or some kind of horrible mothership. Okay, let's loot their ship, find their weaknesses, be done by sundown."
3081,5,2,"Mortyplicity","Rick","Huh."
3082,5,2,"Mortyplicity","Morty","Wait, but if the squids are decoys and we dressed as squids..."
3083,5,2,"Mortyplicity","Summer","Well, I found their weakness. They don't fucking listen to me!"
3084,5,2,"Mortyplicity","Rick","Honestly, probably for the best."
3085,5,2,"Mortyplicity","Rick","[laughing] Man, I'm good."
3086,5,2,"Mortyplicity","Beth","Dad!"
3087,5,2,"Mortyplicity","Rick","Oh, shit. One of mine."
3088,5,2,"Mortyplicity","Morty","Where are we going?"
3089,5,2,"Mortyplicity","Rick","Off grid, Morty. We're gonna live in the woods, like libertarians. We'll hunt rabbits and trade with, like, little pieces of gold bar that we cut off with a knife."
3090,5,2,"Mortyplicity","Summer","That licks."
3091,5,2,"Mortyplicity","Rick","We might be decoys, Summer. Everything about this licks."
3092,5,2,"Mortyplicity","Beth","Oh, maybe now you'll empathize with the decoys you're killing!"
3093,5,2,"Mortyplicity","Rick","Wait, shhh. It's too quiet."
3094,5,2,"Mortyplicity","Summer","You skipped quiet."
3095,5,2,"Mortyplicity","Rick","I didn't skip shit. It's obviously quiet if it's too quiet."
3096,5,2,"Mortyplicity","Summer","Yeah, but you're supposed to say–"
3097,5,2,"Mortyplicity","Rick","You know what, Summer, now it's not quiet enough!"
3098,5,2,"Mortyplicity","Morty","Where are we? Where's Rick?"
3099,5,2,"Mortyplicity","Scarecrow Rick","He's right here, Morty! [He appears in front of Morty, who yelps.] Oh, are we not happy to see grandpa? Does he look...different?"
3100,5,2,"Mortyplicity","Jerry","[at the same time as Morty] Oh, god!"
3101,5,2,"Mortyplicity","Morty","[at the same time as Jerry] Ugh, it stinks!"
3102,5,2,"Mortyplicity","Scarecrow Rick","Yes, recoil at the craftsmanship. I could tell I was a fake from the day I was born. Unlike you. Unlike them."
3103,5,2,"Mortyplicity","Scarecrow Rick","You see, Ricks, they get lazy. There's always a shitty decoy towards the end. But those decoys made decoys too, and got lazy themselves. And far enough down the line...there be monsters."
3104,5,2,"Mortyplicity","Summer","Ugh, we get it, you're ugly and mad about it."
3105,5,2,"Mortyplicity","Jerry","[at the same time as Summer] Rick!"
3106,5,2,"Mortyplicity","Summer","[at the same time as Jerry] Grandpa!"
3107,5,2,"Mortyplicity","Rick","Kill me...[looking at Scarecrow Rick] if I ever get this arch."
3108,5,2,"Mortyplicity","Scarecrow Rick","Hush, little decoy. Can't kill you yet. The skin needs to be fresh."
3109,5,2,"Mortyplicity","Beth","You know what? You're a monster."
3110,5,2,"Mortyplicity","Scarecrow Rick","I'm your father! At least, I can look more like him once I harvest all this yummy skin."
3111,5,2,"Mortyplicity","Rick","This guy's really into skin."
3112,5,2,"Mortyplicity","Scarecrow Rick","It's not all for me. A Rick provides for his family."
3113,5,2,"Mortyplicity","Scarecrow Beth","Will I beautiful again, daddy?"
3114,5,2,"Mortyplicity","Scarecrow Rick","Soon, baby. Beautiful again soon."
3115,5,2,"Mortyplicity","Scarecrow Rick","What the–"
3116,5,2,"Mortyplicity","Glockenspiel Rick","Help the others!"
3117,5,2,"Mortyplicity","Beth","Why are you helping us?"
3118,5,2,"Mortyplicity","Glockenspiel Rick","Because we're all in this together. Come on! There's a place we can go!"
3119,5,2,"Mortyplicity","Glockenspiel Jerry","Hey, who needs all this war stuff? I found a can of varnish. This is a ticket to the world beyond the river!"
3120,5,2,"Mortyplicity","Glockenspiel Summer","Who wants that? I crave glorious death in decoy battle!"
3121,5,2,"Mortyplicity","Glockenspiel Morty","Also, y'know, depending on the varnish, might look like blackface."
3122,5,2,"Mortyplicity","Glockenspiel Jerry","Excuse me for wanting to live."
3123,5,2,"Mortyplicity","Glockenspiel Beth","Brothers and sisters, welcome to the cause. To our cause. We are no longer Ricks and Mortys, Beths and Jerrys, or also Summers."
3124,5,2,"Mortyplicity","Decoy Summer","Whatever."
3125,5,2,"Mortyplicity","Decoy Summer","Asshole!"
3126,5,2,"Mortyplicity","Glockenspiel Beth","We are decoys. Brought into the world by an unloving god, and drive to destroy ourselves by the uncertainty he creates!"
3127,5,2,"Mortyplicity","Decoy Rick","I don't know if that's accurate."
3128,5,2,"Mortyplicity","Decoy Rick","Sounds extreme."
3129,5,2,"Mortyplicity","Glockenspiel Beth","But that violence ends today!"
3130,5,2,"Mortyplicity","Decoy Jerry","What about the squids?"
3131,5,2,"Mortyplicity","Decoy Beth","[at the same time as Decoy Summer] The squids are decoys!"
3132,5,2,"Mortyplicity","Decoy Summer","[at the same time as Decoy Beth] There were no squids!"
3133,5,2,"Mortyplicity","Other Decoy Summer","The squids are decoys who realized they're decoys and wanted to kill the other decoys."
3134,5,2,"Mortyplicity","Other Decoy Jerry","Yeah, it is a lot."
3135,5,2,"Mortyplicity","Glockenspiel Beth","We cannot let confusion divide us!"
3136,5,2,"Mortyplicity","Decoy Morty","Squids! Squids, of course, being shorthand for killer decoys!"
3137,5,2,"Mortyplicity","Glockenspiel Rick","Inner sanctum, the escape tunnel!"
3138,5,2,"Mortyplicity","Glockenspiel Jerry","I'm sorry, I didn't ask for this! I just wanna live! But there's only so much varnish! I'm sorry, I'm sorry!"
3139,5,2,"Mortyplicity","Beth","How long before the other decoys find us?"
3140,5,2,"Mortyplicity","Rick","Sooner or later. Can't really run from it. Any place we'd think to hide is a place they'd think to look. It's Rule 34 of an Asimov Cascade."
3141,5,2,"Mortyplicity","Beth","I'm just glad we're living to the fullest with the time we have left."
3142,5,2,"Mortyplicity","Summer","[sighs happily] Well, peeing in the ocean was my bucket list item. Who's next?"
3143,5,2,"Mortyplicity","Rick","Jerry? Bucket list?"
3144,5,2,"Mortyplicity","Jerry","I'd like to attend a game at every major league ballpark."
3145,5,2,"Mortyplicity","Rick","Nope! Morty?"
3146,5,2,"Mortyplicity","Morty","I wanna ask a girl out at my weird New Mexico school."
3147,5,2,"Mortyplicity","Rick","Shit. Sorry, buddy. Sounds like it would've been real heartwarming."
3148,5,2,"Mortyplicity","Morty","They looked happy. Did we have to kill them?"
3149,5,2,"Mortyplicity","Beth","Well, maybe their Rick came to grips with his bullshit!"
3150,5,2,"Mortyplicity","Rick","You're so mean today! I'm your dad, you like having me around!"
3151,5,2,"Mortyplicity","Beth","You keep putting us in danger!"
3152,5,2,"Mortyplicity","Rick","Whatever. This'll take forever, mind if I do something drastic?"
3153,5,2,"Mortyplicity","Rick","House, I need something quick. Can you whip up a Star Fox boss season four callback? Make it flashy?"
3154,5,2,"Mortyplicity","House","You got it, babe."
3155,5,2,"Mortyplicity","Rick","[to himself] Let's go, you little bitch. [He slaps himself.] It's showtime. [A projector descends from the ceiling and shines a blue light on his face.] Get centered."
3156,5,2,"Mortyplicity","Rick","What up, you decoy motherfuckers? Come on down to Rick's house of squids, where I'm serving your ass on a platter! [A squid near the house takes off its helmet, revealing a Rick made of stone who draws a gun..] I know what you're thinking: 'Fuck, a beacon! That's a great idea! He's got home turf, [a Smith family made of straw drawing a plan in the dirt turns to look at the hologram] a tacit psychological advantage, and absolutely pendulous balls!' [A squid in a ship removes its helmet, revealing it to be a robotic Rick, who pilots his ship towards the beacon.] And now you're thinking 'shit, that's totally what the rick-est Rick would do! I might actually be fake! [A LEGO Rick driving in a car notices the beacon, does a U-turn and removes the top of his head, pulling a gun out from it.] I pretended I didn't care if I was, but I totally did! Now the only way to prove I'm real and not him is to ice his expository ass.' [Several squid ships and flying cars fly towards the beacon.] Yup. So let's do it. Come get some. What? No, Morty, I'm gonna loop it. Why is it–"
3157,5,2,"Mortyplicity","Steve","Sir, there seems to be a confluence of Rick Sanchezes killing each other over the American Southwest."
3158,5,2,"Mortyplicity","The President","Sounds exhausting. How many of those states voted for me, anyway?"
3159,5,2,"Mortyplicity","Steve","Mr. President, I think the point of the electoral collage is–"
3160,5,2,"Mortyplicity","The President","To preserve slavery? That's right, Steve. I have the internet too. Now take your white ass to the kitchenette and bring me a Diet Coke."
3161,5,2,"Mortyplicity","Rick","Little out of character to say this right now, but you guys look really cool."
3162,5,2,"Mortyplicity","Morty","We might be decoys, huh."
3163,5,2,"Mortyplicity","Rick","One way to find out."
3164,5,2,"Mortyplicity","Second Rick","Looks like it's calming down. You wanna get in one more 'I told you so' about synthetic life or whatever this week's theme is?"
3165,5,2,"Mortyplicity","Second Beth","Oh, fuck you."
3166,5,2,"Mortyplicity","Second Rick","[rolls eyes] Whoa."
3167,5,2,"Mortyplicity","Second Beth","No, you don't get to be annoyed with this! You treat life and family as so burdensome, and yet you created an ocean of us because you're terrified of losing either!"
3168,5,2,"Mortyplicity","Second Rick","Shit."
3169,5,2,"Mortyplicity","Second Beth","Yeah."
3170,5,2,"Mortyplicity","Second Rick","Look, Beth, I might not be the real Rick. But even if I'm not, he made me, or the me that made me. Which means somewhere inside of him is a version of Rick capable of hearing that. A version of Rick who's sorry. I'm sorry about the clone thing, too. I love you."
3171,5,2,"Mortyplicity","Second Beth","Thanks, dad.I love you, too. You really think we're decoys?"
3172,5,2,"Mortyplicity","Second Rick","Eh. Who cares? We'll be the last ones left. Lucky that one did the beacon, this was gonna take weeks. [The beacon suddenly fizzles out.] Alright, let's mop up."
3173,5,2,"Mortyplicity","Second Beth","Finally."
3174,5,2,"Mortyplicity","Second Rick","Dressing as decoys too cute to murder. You know, I'm not sure it helped, but I'm glad we tried it."
3175,5,2,"Mortyplicity","Second Morty","We're losing the costumes?"
3176,5,2,"Mortyplicity","Second Summer","Thank god, this decoy outfit smells like ass."
3177,5,2,"Mortyplicity","Second Rick","Fuck you, Summer."
3178,5,2,"Mortyplicity","Second Rick","Shit, that guy's awesome. Okay, listen, he might actually be the real Rick. But whatever happens–"
3179,5,2,"Mortyplicity","Summer","Wait! We don't have to do this. We're both Summers. Shouldn't we at least try molly before we die?"
3180,5,2,"Mortyplicity","Second Summer","You know what, yeah. Fuck this noise."
3181,5,2,"Mortyplicity","Second Summer","Wait, I don't know who to shoot."
3182,5,2,"Mortyplicity","Both Mortys","Summer!"
3183,5,2,"Mortyplicity","Second Summer","I can't deal with this. I had to kill myself. You have too, to."
3184,5,2,"Mortyplicity","Both Mortys","Summer!"
3185,5,2,"Mortyplicity","Rick","Fuck you, I'm real! I'm the smartest man in the universe!"
3186,5,2,"Mortyplicity","Second Rick","Probably not even wrong. But that's just it. I'm not a man. I'm God!"
3187,5,2,"Mortyplicity","Second Rick","You're just made in my image."
3188,5,2,"Mortyplicity","Rick","Fuck you."
3189,5,2,"Mortyplicity","Second Rick","You the, uh, Summer I came with?"
3190,5,2,"Mortyplicity","Second Summer","Probably."
3191,5,2,"Mortyplicity","Second Rick","Good enough. Morty?"
3192,5,2,"Mortyplicity","Morty","Yeah."
3193,5,2,"Mortyplicity","Beth","I'm here, too."
3194,5,2,"Mortyplicity","Second Rick","Holy shit, that was insane! I love you guys, I've totally changed!"
3195,5,2,"Mortyplicity","Second Rick","Oh, fuck."
3196,5,2,"Mortyplicity","Mr. Always Wants To Be Hunted","You shoulda hunted me."
3197,5,2,"Mortyplicity","Second Rick","What? Who—were you significant? Like, did we tee you up? You want to be hunted? God, I have so many questions. Why? What happens if– [he dies.]"
3198,5,2,"Mortyplicity","Mr. Always Wants To Be Hunted","Somebody hunt me!"
3199,5,2,"Mortyplicity","Rick","Pretty cool adventure, huh? Big, long road trip adventure through space? Even ran into Space Beth. Maybe that'll happen more often!"
3200,5,2,"Mortyplicity","Space Beth","Let's not overdo it."
3201,5,2,"Mortyplicity","Rick","Oh, shit. Looks like someone killed the decoy family."
3202,5,2,"Mortyplicity","Beth","[at the same time as Space Beth] Decoy family?"
3203,5,2,"Mortyplicity","Space Beth","[at the same time as Beth] Decoy what now?"
3204,5,2,"Mortyplicity","Glockenspiel Jerry","Hello?"
3205,5,2,"Mortyplicity","Glockenspiel Jerry","Oh, oh my god! Oh my god!"
3206,5,2,"Mortyplicity","Glockenspiel Jerry","No! No, no no, no no no no no!"
3207,5,2,"Mortyplicity","Glockenspiel Jerry","Nooooo!"
3208,5,2,"Mortyplicity","Glockenspiel Jerry","Oh god. Yes, yes, sweet death."
3209,5,2,"Mortyplicity","Glockenspiel Jerry","Why am I still alive? Oh, god. Is there anything left? Hello?"
3210,5,2,"Mortyplicity","Woodpecker","What is it?"
3211,5,2,"Mortyplicity","Dolphin","A relic...from a kinder past."
3212,5,2,"Mortyplicity","Glockenspiel Jerry","Wait, cowboys?"
3213,5,2,"Mortyplicity","Glockenspiel Jerry","Christianity again? After cowboys? You went all the way back around?!"
3214,5,2,"Mortyplicity","Glockenspiel Jerry","Oh god, why can't I die? This is the worst thing that's ever happened to anyone!"
3215,5,3,"A Rickconvenient Mort","There's only one solution
for Earth's pollution","you!"
3216,5,4,"Rickdependence Spray","Beth","Dad, what the hell is going on?!"
3217,5,4,"Rickdependence Spray","Both","CHUDs. That's them. Ugh, if they're behind this, so help me, God. Morty, you've always been a straight shooter."
3218,5,4,"Rickdependence Spray","Both","Zero chance of consequences! Hey, gentlemen's bet... which of these background Marines you think will last the longest? I'm not betting on human lives, Rick. All of these people are gonna survive, but obviously that guy the longest. Yeah, he's my pick, too. What's his name? Blazen? Pretty cool. Yeah. He's, like, meditating through turbulence. Psh. I bet if something fell, he'd like, catch it without opening his eyes. Totally. Should we throw something at him? I-I got a pencil somewhere. ( Both scream ) ( Marines screaming ) Who-who's shooting at us?! Oh, wow, that's unexpected. The sperm made a catapult?! A-A-Are they getting smarter?!"
3219,5,4,"Rickdependence Spray","Rick","No, you're getting dumber because that's a trebuchet."
3220,5,4,"Rickdependence Spray","Rick","A human egg? Where-where-where did you get it?"
3221,5,4,"Rickdependence Spray","Morty","Mister President! It's Morty! It's my sperm! I-It's all mine!"
3222,5,4,"Rickdependence Spray","All","Boil him up! Yum, yum! Spice him right! Oh, boy! Eat the flesh! Yum, yum! Not the bones! Oh, no! Belly ache! Ouch, Ouch!"
3223,5,4,"Rickdependence Spray","Rick","What about horsepower?"
3224,5,4,"Rickdependence Spray","CHUDs","CHUDily dudily, ho, ho, ho!"
3225,5,4,"Rickdependence Spray","Houston","Permission granted. Firing breach now. Explorer, our readouts show a pressure spike. Everything all right? Honestly, sometimes staring back at Earth makes me think about the people I left behind... my wife, the son she had to anchor me there. I tried to be a parent, I really did, but I've come to find I'm only suited to be a spaceman. The nicest part of being up here is there are no reminders of the guilt I sometimes feel about abandoning my family. ( Indistinct babbling ) Sorry, Houston, I thought I heard something. Negative on our end. No, wait, there's something big and it's coming right at you! Goo, goo, gah, gah. Dear God. No! You can't be real! Explorer, what is it? What the hell do you see?! My conscience. Explorer! Explorer! Aaah! Are you there? Aaaaaah! Geez. Not gonna miss that guy. Aaaaah! Right? So dramatic."
3226,5,4,"Rickdependence Spray","Man","Did you get any of that? ♪ ♪"
3227,5,8,"Rickternal Friendshine of the Spotless Mort","Pause detected. Pause gravity class","heavy."
3228,5,8,"Rickternal Friendshine of the Spotless Mort","Sequence","go in and get him compiled."
3229,5,8,"Rickternal Friendshine of the Spotless Mort","Process","convert user to thought.
Inject thought into mind."
3230,5,10,"Rickmurai Jack","Alien Woman","It's the Crow Man!"
3231,5,10,"Rickmurai Jack","Owl #1","Give it a second. Maybe he's taking it out to surrender."
3232,5,10,"Rickmurai Jack","Alien Man","He's anti-heroic. Run!"
3233,5,10,"Rickmurai Jack","Owl #2","I don't understand!"
3234,5,10,"Rickmurai Jack","Owl #3","He's only one man!"
3235,5,10,"Rickmurai Jack","Rick","With the power of a thousand crows."
3236,5,10,"Rickmurai Jack","Owl #3","Good luck."
3237,5,10,"Rickmurai Jack","Owl #2","Crows and owls have always been at war, but why do you care?! What's the point?"
3238,5,10,"Rickmurai Jack","Rick","Here's two."
3239,5,10,"Rickmurai Jack","Morty","Haha, yeah, cool."
3240,5,10,"Rickmurai Jack","Rick","Morty?"
3241,5,10,"Rickmurai Jack","Morty","H-hey man. G-good to see you. (emerges from the crowd) Y-you're like, looking like, into crows. Still."
3242,5,10,"Rickmurai Jack","Rick","Oh, uh, Two Crows, you remember Morty. Morty, Two Crows. It's good to see you, but give me more of a heads-up."
3243,5,10,"Rickmurai Jack","Morty","Oh well I-I was just in the neighborhood. I-it wasn't like—"
3244,5,10,"Rickmurai Jack","Rick","It's just that the battle for crows is kinda never-ending."
3245,5,10,"Rickmurai Jack","Morty","Huh. Right. A little pointless then, right? That… came out wrong. S-sounded judgey."
3246,5,10,"Rickmurai Jack","Crow Horse","Crow Horse. Crow Horse. Crow Horse."
3247,5,10,"Rickmurai Jack","Morty","Okay. It looks like— it looks like they're leading you to a thing."
3248,5,10,"Rickmurai Jack","Rick","Take care, Morty."
3249,5,10,"Rickmurai Jack","Morty","You-you too. U-uh I'm doing good, by the way. Oh, my dad was gonna eat that yogurt you left in the fridge, but I-I told him—"
3250,5,10,"Rickmurai Jack","Rick","Ahem. I'm lookin' for Crowscare. The scarecrow? The evil scarecrow. Come on, whoever gives him up first lives."
3251,5,10,"Rickmurai Jack","Rick","Fine, I can kill an extra asshole. Helps me get my steps in."
3252,5,10,"Rickmurai Jack","Morty","Rick!"
3253,5,10,"Rickmurai Jack","Rick","Morty?"
3254,5,10,"Rickmurai Jack","Pussifer","Wood??"
3255,5,10,"Rickmurai Jack","Rick","Uh, Morty. Why are you now like forty?"
3256,5,10,"Rickmurai Jack","Morty","Th-that's how long it's been, Rick."
3257,5,10,"Rickmurai Jack","Rick","Oh. Um, I guess we can have a drink together then."
3258,5,10,"Rickmurai Jack","Morty","Do you have a rum and Coke?"
3259,5,10,"Rickmurai Jack","Waiter","What are you, twenty?"
3260,5,10,"Rickmurai Jack","Morty","Oh-ho-ho. Bless your heart."
3261,5,10,"Rickmurai Jack","Rick","Time be goin' by, don't she? (sips beer)"
3262,5,10,"Rickmurai Jack","Morty","That's your reaction to finding out you wasted your entire life?"
3263,5,10,"Rickmurai Jack","Rick","I feel okay."
3264,5,10,"Rickmurai Jack","Morty","Well-well, what about me?"
3265,5,10,"Rickmurai Jack","Rick","Woah. Excuse us boys, you don't wanna be here for this."
3266,5,10,"Rickmurai Jack","Morty","I thought if I gave you enough space, you'd outgrow this phase."
3267,5,10,"Rickmurai Jack","Waiter","Here's your drink, poser."
3268,5,10,"Rickmurai Jack","Morty","Dad got sick, you know. Stage Four. Heh, you woulda loved it. Summer's a nurse. Well, pretty much a nurse. Sh-she married a junkie. Rick, come home. While we still got a little time."
3269,5,10,"Rickmurai Jack","Rick","Morty, what we had wasn't healthy."
3270,5,10,"Rickmurai Jack","Morty","And this is? Y-y-you had a thousand adventures with these crows. When are you gonna kill their big bad?"
3271,5,10,"Rickmurai Jack","Rick","First off, the 'will-they kill-they' is everything to my guys. And second, fuck you for trying to undermine my happiness."
3272,5,10,"Rickmurai Jack","Morty","This may be the last time you lay eyes on me!"
3273,5,10,"Rickmurai Jack","Rick","I hope that's not true, Morty. Because you look like sh-(burps)-shit, and this is not how I wanna remember you."
3274,5,10,"Rickmurai Jack","Crowscare","Now that I have his two crows, nothing will stop me from eliminating Crow Rick!"
3275,5,10,"Rickmurai Jack","Crowscare","Don't defend him to me, I don't even get what you see in him."
3276,5,10,"Rickmurai Jack","Crowscare","You're right, we should be enjoying the time we have together."
3277,5,10,"Rickmurai Jack","Crowscare","Crow Rick! Oh, I know what this must look like but—"
3278,5,10,"Rickmurai Jack","Rick","Looks like my arch-nemesis Crow Scare and my sidekicks planning adventures together."
3279,5,10,"Rickmurai Jack","Crowscare","You are hardly the victim here. I was adventuring with these two crows before you ever came along."
3280,5,10,"Rickmurai Jack","Rick","What do you mean, 'using me as a rebound'?"
3281,5,10,"Rickmurai Jack","Rick","You feel like I was using you as a rebound too? Well shit, this lost all meaning. Guess it could've been worse. At least 'adventuring' was just a metaphor for romantic partnership, so it's not a real breakup."
3282,5,10,"Rickmurai Jack","Crowscare","Speak for yourself. We immensely enjoy each other's bodies."
3283,5,10,"Rickmurai Jack","Rick","What?! Eugh, no!"
3284,5,10,"Rickmurai Jack","Crowscare","Sounds like the man's asking for proof! Let's show him, fellas!"
3285,5,10,"Rickmurai Jack","Rick","I-I asked for zero proof. Zero proof!"
3286,5,10,"Rickmurai Jack","Rick","I'm giving you free will. Yah!"
3287,5,10,"Rickmurai Jack","Crow Horse","Submit to Crow Horse!"
3288,5,10,"Rickmurai Jack","Rick","Whoops."
3289,5,10,"Rickmurai Jack","Morty","R-Rick?"
